1187.811	346.302	1105.101	417.524	87.310	165.699	464.716	855.192	1013.876	575.071	0.000	422.328	526.435	746.128	205.758	1342.995	1109.289	756.273	137.403	404.311	830.533	792.903	1239.628	1176.944	1058.545	955.262	293.405	242.761	497.218	501.971	665.654	844.924	796.816	771.031	635.978	309.838	1805.151	1679.161	1667.430	1755.704	1916.347	1911.782	1888.578	1649.769	1679.457	1899.159	1556.614	1384.873	1533.032	1629.337	1778.427
1391.085	369.563	1340.903	744.165	506.807	272.185	319.642	915.894	1171.316	825.378	422.328	0.000	429.143	1098.324	519.178	1527.968	1081.459	649.174	316.927	693.732	1036.685	1103.170	1498.238	1315.354	1134.693	946.211	714.576	375.065	152.994	217.363	588.737	878.997	956.900	833.089	665.265	482.853	1454.090	1292.786	1247.923	1333.381	1494.711	1512.853	1512.958	1252.717	1261.954	1480.781	1136.400	1008.612	1130.962	1288.429	1365.433
1697.397	182.633	983.773	564.194	599.005	397.121	109.509	494.665	775.480	538.767	526.435	429.143	0.000	882.634	438.081	1133.278	656.520	241.100	534.432	488.676	679.693	833.434	1150.978	906.206	711.424	517.543	760.717	664.214	581.303	241.439	163.689	453.031	577.070	416.248	250.668	294.220	1334.344	1261.851	1361.147	1491.917	1624.550	1513.928	1446.677	1256.395	1358.302	1575.388	1347.077	963.378	1158.129	1152.779	1430.044
1617.243	777.391	511.291	354.301	703.303	838.291	922.548	733.756	616.592	356.588	746.128	1098.324	882.634	0.000	582.116	793.533	1020.169	959.551	882.366	412.653	432.636	150.304	578.053	756.413	802.166	899.621	592.549	977.464	1215.375	1049.584	887.418	776.723	525.406	704.959	733.598	635.599	2161.579	2130.829	2241.298	2364.597	2503.753	2387.340	2298.387	2133.479	2240.062	2457.752	2200.458	1835.710	2039.308	1979.109	2312.508
1358.755	265.409	902.410	231.663	223.142	256.374	419.203	668.791	809.166	370.271	205.758	519.178	438.081	582.116	0.000	1137.355	939.189	635.040	323.123	202.366	624.801	606.027	1041.240	972.875	863.941	784.623	328.750	446.164	633.400	511.681	541.971	666.071	593.472	587.668	472.817	152.128	1768.408	1676.022	1717.217	1823.496	1974.301	1920.540	1871.841	1659.243	1723.041	1943.413	1642.333	1377.198	1550.707	1587.832	1810.730
2391.450	1160.501	282.292	950.536	1342.699	1348.499	1231.308	657.552	358.305	768.996	1342.995	1527.968	1133.278	793.533	1137.355	0.000	729.969	1022.562	1453.182	941.831	512.786	652.937	294.629	249.050	482.978	737.281	1316.327	1582.630	1677.530	1373.034	1017.847	713.679	571.694	722.614	882.901	1076.696	2019.078	2102.091	2354.703	2516.830	2612.895	2358.333	2200.128	2142.923	2335.534	2529.990	2420.981	1850.000	2088.498	1855.529	2365.395
2294.585	789.290	758.563	896.687	1156.501	1024.472	764.686	298.017	485.760	723.416	1109.289	1081.459	656.520	1020.169	939.189	729.969	0.000	437.205	1160.629	834.196	596.996	888.421	910.447	488.542	270.272	154.650	1246.737	1297.659	1230.900	874.112	493.584	278.310	494.837	361.168	473.337	801.603	1294.226	1373.385	1647.320	1817.430	1900.179	1628.735	1471.610	1417.729	1623.880	1810.579	1749.210	1130.039	1370.845	1127.211	1644.378
1935.849	410.615	929.864	697.799	822.330	636.693	340.757	366.637	680.304	603.442	756.273	649.174	241.100	959.551	635.040	1022.562	437.205	0.000	774.519	620.808	650.385	874.951	1100.191	778.599	556.350	320.061	963.782	905.234	796.295	437.955	93.100	308.980	529.218	318.353	225.961	482.914	1202.676	1182.521	1358.110	1509.349	1621.230	1442.086	1340.131	1196.802	1345.893	1553.680	1399.840	895.202	1117.297	1019.974	1396.763
1163.865	372.390	1224.644	547.517	205.115	138.113	450.132	927.382	1114.715	691.254	137.403	316.927	534.432	882.366	323.123	1453.182	1160.629	774.519	0.000	525.488	940.772	924.052	1364.333	1274.832	1138.767	1009.378	408.210	138.317	367.777	446.670	689.517	909.176	894.972	841.439	691.640	387.407	1747.786	1602.657	1563.384	1643.178	1807.561	1827.357	1818.643	1566.422	1578.316	1796.733	1437.464	1313.426	1446.039	1576.226	1682.360
1504.064	365.507	700.923	77.516	401.515	448.443	514.323	542.495	626.418	173.053	404.311	693.732	488.676	412.653	202.366	941.831	834.196	620.808	525.488	0.000	432.010	411.208	838.923	791.878	712.126	684.354	422.264	646.699	820.739	637.497	534.182	556.117	420.762	473.086	411.817	222.988	1809.960	1750.213	1835.406	1954.598	2096.735	2002.598	1931.295	1744.777	1836.263	2055.203	1787.923	1451.957	1644.688	1627.204	1913.926
1915.823	667.287	306.409	450.762	833.490	839.450	763.048	333.413	206.759	259.199	830.533	1036.685	679.693	432.636	624.801	512.786	596.996	650.385	940.772	432.010	0.000	292.832	471.476	369.630	369.670	494.346	828.876	1069.845	1182.052	906.713	608.456	388.172	123.502	339.053	448.243	569.161	1813.367	1826.162	2004.351	2149.395	2268.179	2086.551	1968.520	1845.399	1994.131	2203.536	2020.492	1543.761	1767.679	1634.394	2047.134
1743.676	756.684	372.607	376.565	764.959	858.687	889.477	611.710	467.785	295.297	792.903	1103.170	833.434	150.304	606.027	652.937	888.421	874.951	924.052	411.208	292.832	0.000	464.456	606.114	659.470	777.009	688.713	1033.043	1231.945	1025.252	812.037	659.903	397.923	594.936	651.499	623.179	2068.969	2056.224	2193.333	2325.199	2457.113	2314.966	2213.872	2065.473	2188.691	2403.868	2173.431	1765.089	1977.387	1887.576	2253.910
2195.129	1131.183	170.419	823.937	1220.949	1280.640	1233.970	743.720	437.355	679.499	1239.628	1498.238	1150.978	578.053	1041.240	294.629	910.447	1100.191	1364.333	838.923	471.476	464.456	0.000	439.379	640.626	870.385	1153.084	1482.229	1639.319	1377.478	1070.501	804.228	579.061	781.897	914.579	1019.565	2199.547	2248.569	2458.030	2608.861	2720.742	2508.418	2369.725	2277.744	2444.674	2649.296	2487.791	1977.998	2209.413	2027.561	2489.126
2285.178	954.459	318.143	818.323	1189.859	1159.436	1008.646	417.916	165.581	622.605	1176.944	1315.354	906.206	756.413	972.875	249.050	488.542	778.599	1274.832	791.878	369.630	606.114	439.379	0.000	234.002	488.246	1197.848	1409.306	1467.174	1147.564	780.434	471.138	380.431	490.296	656.130	889.048	1782.398	1856.400	2105.658	2268.042	2363.883	2113.554	1960.035	1895.544	2086.518	2281.407	2174.502	1601.712	1839.851	1615.709	2117.056
2214.225	790.203	488.709	758.387	1086.977	1012.570	818.634	219.029	219.065	564.248	1058.545	1134.693	711.424	802.166	863.941	482.978	270.272	556.350	1138.767	712.126	369.670	659.470	640.626	234.002	0.000	254.771	1134.052	1276.579	1287.681	951.280	570.586	259.377	302.535	303.783	470.006	753.318	1560.597	1625.023	1871.881	2034.942	2129.917	1882.959	1734.310	1662.585	1852.557	2047.520	1945.049	1368.042	1605.938	1390.755	1883.321
2140.036	639.466	706.963	749.227	1001.881	874.081	626.926	165.935	433.051	583.885	955.262	946.211	517.543	899.621	784.623	737.281	154.650	320.061	1009.378	684.354	494.346	777.009	870.385	488.246	254.771	0.000	1093.754	1146.897	1097.596	745.491	358.576	129.943	379.236	212.514	319.640	647.144	1334.556	1379.856	1617.428	1780.171	1875.953	1639.146	1500.358	1413.433	1598.575	1795.054	1692.249	1116.805	1353.429	1159.663	1631.578
1087.586	580.634	1048.822	380.595	207.769	456.332	724.337	961.214	1032.966	578.241	293.405	714.576	760.717	592.549	328.750	1316.327	1246.737	963.782	408.210	422.264	828.876	688.713	1153.084	1197.848	1134.052	1093.754	0.000	444.078	775.347	785.486	870.719	968.972	838.837	886.996	793.025	480.869	2078.013	1965.038	1960.804	2047.544	2209.214	2201.051	2170.216	1938.895	1972.832	2192.560	1845.038	1668.752	1823.668	1899.476	2071.240
1042.121	508.563	1347.616	659.251	274.608	273.272	573.302	1065.626	1248.092	816.427	242.761	375.065	664.214	977.464	446.164	1582.630	1297.659	905.234	138.317	646.699	1069.845	1033.043	1482.229	1409.306	1276.579	1146.897	444.078	0.000	368.640	547.051	822.354	1047.445	1028.998	979.713	829.650	524.214	1828.649	1665.385	1590.899	1656.129	1826.174	1879.987	1887.233	1621.647	1610.130	1825.482	1438.835	1383.356	1497.675	1661.575	1720.819
1314.795	517.195	1484.558	864.012	572.567	377.087	471.917	1068.865	1321.696	962.330	497.218	152.994	581.303	1215.375	633.400	1677.530	1230.900	796.295	367.777	820.739	1182.052	1231.945	1639.319	1467.174	1287.681	1097.596	775.347	368.640	0.000	359.037	739.448	1031.914	1105.960	985.943	818.178	620.001	1507.314	1319.548	1222.811	1288.332	1457.651	1523.327	1547.037	1268.352	1242.981	1457.455	1074.833	1049.719	1141.921	1350.365	1355.865
1585.557	272.195	1212.902	703.347	588.299	337.464	143.754	735.591	1014.837	732.290	501.971	217.363	241.439	1049.584	511.681	1373.034	874.112	437.955	446.670	637.497	906.713	1025.252	1377.478	1147.564	951.280	745.491	785.486	547.051	359.037	0.000	387.402	692.133	811.187	657.687	491.635	414.825	1305.291	1179.557	1206.542	1318.669	1465.141	1417.114	1386.774	1155.014	1211.532	1431.849	1151.245	883.743	1042.689	1131.542	1299.520
1848.090	321.375	900.347	611.558	730.321	551.408	271.111	362.526	665.896	530.983	665.654	588.737	163.689	887.418	541.971	1017.847	493.584	93.100	689.517	534.182	608.456	812.037	1070.501	780.434	570.586	358.576	870.719	822.354	739.448	387.402	0.000	312.108	492.177	296.588	162.773	389.851	1280.403	1245.312	1396.571	1541.063	1660.578	1503.391	1411.390	1253.499	1387.552	1599.140	1418.157	953.070	1167.567	1097.475	1445.633
2024.425	546.677	635.482	619.876	886.293	777.132	561.103	60.509	374.502	454.442	844.924	878.997	453.031	776.723	666.071	713.679	278.310	308.980	909.176	556.117	388.172	659.903	804.228	471.138	259.377	129.943	968.972	1047.445	1031.914	692.133	312.108	0.000	266.730	83.095	220.408	535.111	1425.666	1448.878	1657.418	1813.128	1919.094	1709.288	1583.409	1474.549	1642.379	1845.416	1708.524	1174.185	1405.229	1247.317	1684.914
1924.258	588.839	409.521	459.652	812.549	782.318	667.737	214.707	220.315	263.127	796.816	956.900	577.070	525.406	593.472	571.694	494.837	529.218	894.972	420.762	123.502	397.923	579.061	380.431	302.535	379.236	838.837	1028.998	1105.960	811.187	492.177	266.730	0.000	215.662	335.651	510.697	1690.632	1702.896	1885.553	2032.731	2149.141	1963.313	1845.117	1722.783	1874.468	2082.887	1908.735	1421.198	1646.163	1511.382	1925.771
1946.423	486.791	611.539	536.853	809.158	712.156	520.401	86.220	369.308	374.325	771.031	833.089	416.248	704.959	587.668	722.614	361.168	318.353	841.439	473.086	339.053	594.936	781.897	490.296	303.783	212.514	886.996	979.713	985.943	657.687	296.588	83.095	215.662	0.000	168.008	461.544	1478.470	1487.249	1676.439	1827.190	1939.469	1747.676	1630.539	1507.742	1663.898	1870.633	1712.175	1206.264	1432.695	1298.383	1712.456
1822.193	326.340	745.172	486.534	685.278	558.040	352.825	250.979	525.542	377.659	635.978	665.265	250.668	733.598	472.817	882.901	473.337	225.961	691.640	411.817	448.243	651.499	914.579	656.130	470.006	319.640	793.025	829.650	818.178	491.635	162.773	220.408	335.651	168.008	0.000	329.514	1428.334	1404.733	1558.677	1701.562	1822.748	1663.511	1565.733	1415.009	1550.080	1761.893	1573.418	1114.120	1330.145	1245.720	1608.348
1493.042	143.715	867.014	289.250	355.793	272.003	297.121	546.224	731.007	342.839	309.838	482.853	294.220	635.599	152.128	1076.696	801.603	482.914	387.407	222.988	569.161	623.179	1019.565	889.048	753.318	647.144	480.869	524.214	620.001	414.825	389.851	535.111	510.697	461.544	329.514	0.000	1628.523	1548.836	1616.346	1732.881	1876.801	1797.538	1738.513	1537.721	1618.596	1838.157	1564.936	1249.735	1433.725	1446.998	1699.674
2820.439	1503.508	2039.984	1887.395	1890.061	1642.277	1354.178	1482.660	1764.578	1805.992	1805.151	1454.090	1334.344	2161.579	1768.408	2019.078	1294.226	1202.676	1747.786	1809.960	1813.367	2068.969	2199.547	1782.398	1560.597	1334.556	2078.013	1828.649	1507.314	1305.291	1280.403	1425.666	1690.632	1478.470	1428.334	1628.523	0.000	304.423	737.758	911.257	873.794	430.127	202.633	409.117	686.116	741.826	1031.265	463.850	503.322	182.930	600.982
2615.545	1412.573	2082.189	1826.029	1766.198	1513.488	1257.140	1508.835	1811.685	1775.372	1679.161	1292.786	1261.851	2130.829	1676.022	2102.091	1373.385	1182.521	1602.657	1750.213	1826.162	2056.224	2248.569	1856.400	1625.023	1379.856	1965.038	1665.385	1319.548	1179.557	1245.312	1448.878	1702.896	1487.249	1404.733	1548.836	304.423	0.000	436.507	615.352	604.081	260.488	234.521	104.732	386.233	482.002	727.040	299.124	212.130	315.790	321.736
2433.322	1472.728	2287.810	1905.381	1753.395	1507.197	1321.088	1717.573	2031.756	1899.594	1667.430	1247.923	1361.147	2241.298	1717.217	2354.703	1647.320	1358.110	1563.384	1835.406	2004.351	2193.333	2458.030	2105.658	1871.881	1617.428	1960.804	1590.899	1222.811	1206.542	1396.571	1657.418	1885.553	1676.439	1558.677	1616.346	737.758	436.507	0.000	186.395	264.138	426.471	608.469	333.469	53.273	234.661	318.272	530.622	296.712	736.990	182.554
2438.611	1589.378	2438.443	2021.880	1839.858	1600.479	1442.078	1872.800	2187.521	2030.137	1755.704	1333.381	1491.917	2364.597	1823.496	2516.830	1817.430	1509.349	1643.178	1954.598	2149.395	2325.199	2608.861	2268.042	2034.942	1780.171	2047.544	1656.129	1288.332	1318.669	1541.063	1813.128	2032.731	1827.190	1701.562	1732.881	911.257	615.352	186.395	0.000	181.916	555.563	765.098	514.796	230.883	256.883	247.993	712.428	482.458	921.258	318.753
2620.404	1733.093	2550.622	2166.016	2001.463	1758.415	1582.497	1979.365	2293.157	2163.165	1916.347	1494.711	1624.550	2503.753	1974.301	2612.895	1900.179	1621.230	1807.561	2096.735	2268.179	2457.113	2720.742	2363.883	2129.917	1875.953	2209.214	1826.174	1457.651	1465.141	1660.578	1919.094	2149.141	1939.469	1822.748	1876.801	873.794	604.081	264.138	181.916	0.000	468.788	700.904	518.173	277.378	135.037	429.546	772.776	531.331	919.862	282.471
2794.126	1659.142	2342.301	2077.815	1999.081	1746.296	1503.225	1769.208	2071.369	2032.556	1911.782	1512.853	1513.928	2387.340	1920.540	2358.333	1628.735	1442.086	1827.357	2002.598	2086.551	2314.966	2508.418	2113.554	1882.959	1639.146	2201.051	1879.987	1523.327	1417.114	1503.391	1709.288	1963.313	1747.676	1663.511	1797.538	430.127	260.488	426.471	555.563	468.788	0.000	237.983	262.165	375.846	333.838	744.393	551.713	382.318	529.192	245.573
2847.746	1606.664	2207.321	2008.150	1975.066	1723.407	1453.047	1641.884	1932.922	1941.800	1888.578	1512.958	1446.677	2298.387	1871.841	2200.128	1471.610	1340.131	1818.643	1931.295	1968.520	2213.872	2369.725	1960.035	1734.310	1500.358	2170.216	1887.233	1547.037	1386.774	1411.390	1583.409	1845.117	1630.539	1565.733	1738.513	202.633	234.521	608.469	765.098	700.904	237.983	0.000	318.772	555.197	566.182	920.722	505.219	442.700	344.603	446.440
2552.247	1398.576	2109.836	1819.518	1737.061	1484.244	1242.615	1534.922	1842.394	1780.061	1649.769	1252.717	1256.395	2133.479	1659.243	2142.923	1417.729	1196.802	1566.422	1744.777	1845.399	2065.473	2277.744	1895.544	1662.585	1413.433	1938.895	1621.647	1268.352	1155.014	1253.499	1474.549	1722.783	1507.742	1415.009	1537.721	409.117	104.732	333.469	514.796	518.173	262.165	318.772	0.000	284.353	404.735	622.644	301.672	129.652	408.044	237.948
2466.626	1475.244	2274.676	1907.159	1765.845	1517.929	1322.324	1702.705	2016.262	1895.841	1679.457	1261.954	1358.302	2240.062	1723.041	2335.534	1623.880	1345.893	1578.316	1836.263	1994.131	2188.691	2444.674	2086.518	1852.557	1598.575	1972.832	1610.130	1242.981	1211.532	1387.552	1642.379	1874.468	1663.898	1550.080	1618.596	686.116	386.233	53.273	230.883	277.378	375.846	555.197	284.353	0.000	220.460	370.293	499.931	260.834	690.381	135.050
2659.295	1694.933	2479.786	2126.476	1985.409	1737.981	1541.608	1905.899	2217.929	2111.898	1899.159	1480.781	1575.388	2457.752	1943.413	2529.990	1810.579	1553.680	1796.733	2055.203	2203.536	2403.868	2649.296	2281.407	2047.520	1795.054	2192.560	1825.482	1457.455	1431.849	1599.140	1845.416	2082.887	1870.633	1761.893	1838.157	741.826	482.002	234.661	256.883	135.037	333.838	566.182	404.735	220.460	0.000	492.579	680.720	441.631	796.881	167.783
2192.646	1423.314	2317.980	1851.222	1638.447	1407.698	1283.989	1766.471	2079.377	1878.561	1556.614	1136.400	1347.077	2200.458	1642.333	2420.981	1749.210	1399.840	1437.464	1787.923	2020.492	2173.431	2487.791	2174.502	1945.049	1692.249	1845.038	1438.835	1074.833	1151.245	1418.157	1708.524	1908.735	1712.175	1573.418	1564.936	1031.265	727.040	318.272	247.993	429.546	744.393	920.722	622.644	370.293	492.579	0.000	721.739	540.103	998.209	499.266
2359.634	1113.523	1809.653	1527.557	1471.628	1219.429	958.185	1234.630	1543.568	1481.217	1384.873	1008.612	963.378	1835.710	1377.198	1850.000	1130.039	895.202	1313.426	1451.957	1543.761	1765.089	1977.998	1601.712	1368.042	1116.805	1668.752	1383.356	1049.719	883.743	953.070	1174.185	1421.198	1206.264	1114.120	1249.735	463.850	299.124	530.622	712.428	772.776	551.713	505.219	301.672	499.931	680.720	721.739	0.000	241.529	336.078	515.402
2422.794	1292.843	2040.239	1718.375	1620.333	1367.911	1137.121	1465.736	1777.030	1688.548	1533.032	1130.962	1158.129	2039.308	1550.707	2088.498	1370.845	1117.297	1446.039	1644.688	1767.679	1977.387	2209.413	1839.851	1605.938	1353.429	1823.668	1497.675	1141.921	1042.689	1167.567	1405.229	1646.163	1432.695	1330.145	1433.725	503.322	212.130	296.712	482.458	531.331	382.318	442.700	129.652	260.834	441.631	540.103	241.529	0.000	458.638	279.816
2665.156	1323.308	1866.302	1704.655	1713.642	1467.524	1175.198	1304.911	1591.349	1623.363	1629.337	1288.429	1152.779	1979.109	1587.832	1855.529	1127.211	1019.974	1576.226	1627.204	1634.394	1887.576	2027.561	1615.709	1390.755	1159.663	1899.476	1661.575	1350.365	1131.542	1097.475	1247.317	1511.382	1298.383	1245.720	1446.998	182.930	315.790	736.990	921.258	919.862	529.192	344.603	408.044	690.381	796.881	998.209	336.078	458.638	0.000	637.462
2594.562	1557.345	2320.010	1986.506	1865.353	1615.072	1402.556	1745.422	2056.382	1963.685	1778.427	1365.433	1430.044	2312.508	1810.730	2365.395	1644.378	1396.763	1682.360	1913.926	2047.134	2253.910	2489.126	2117.056	1883.321	1631.578	2071.240	1720.819	1355.865	1299.520	1445.633	1684.914	1925.771	1712.456	1608.348	1699.674	600.982	321.736	182.554	318.753	282.471	245.573	446.440	237.948	135.050	167.783	499.266	515.402	279.816	637.462	0.000
EOF
