621.731	1157.833	1007.899	1098.233	1065.979	1427.176	1381.526	1485.448	1377.359	1358.950	1377.285	152.417	0.000	222.251	326.628	313.466	586.136	601.248	742.259	759.568	570.439	866.414	872.961	620.093	1020.593	1136.594	1125.833	1183.851	1208.514	1211.552	1092.486	1142.021	990.529	1015.193	195.041	274.095	257.498	228.744	399.970	441.723
750.789	1286.892	1090.542	1185.864	1153.335	1571.660	1515.833	1622.002	1443.299	1412.379	1424.353	205.645	222.251	0.000	159.317	161.396	568.980	506.352	670.764	689.696	784.869	1084.987	1093.129	839.463	1242.816	1357.091	1336.318	1386.652	1407.261	1406.331	1296.836	1336.767	1183.635	1218.110	79.938	137.905	411.874	364.263	544.286	433.634
710.919	1231.841	1005.552	1102.331	1070.212	1525.845	1461.990	1568.908	1342.610	1304.841	1313.205	225.866	326.628	159.317	0.000	23.126	444.900	352.459	520.299	539.398	895.111	1185.856	1189.129	939.349	1324.168	1419.978	1372.044	1408.372	1422.579	1416.027	1322.040	1347.220	1194.009	1242.002	133.427	56.912	423.970	371.490	531.350	326.722
687.988	1209.600	985.087	1081.801	1049.631	1503.306	1439.753	1546.660	1323.871	1286.924	1295.779	206.014	313.466	161.396	23.126	0.000	428.588	345.595	511.737	530.776	879.995	1169.149	1171.831	922.782	1305.232	1399.462	1349.976	1385.767	1399.792	1393.116	1299.570	1324.333	1171.148	1219.509	123.864	39.576	401.821	349.326	508.313	307.232
443.297	866.346	593.082	689.056	658.585	1168.442	1090.674	1196.212	904.979	862.694	869.423	437.621	586.136	568.980	444.900	428.588	0.000	205.826	206.174	216.158	1018.142	1247.765	1234.924	1024.010	1312.607	1345.378	1222.570	1218.057	1214.296	1193.395	1147.166	1130.982	989.560	1069.955	496.533	435.720	437.013	413.936	412.323	144.881
637.860	1070.455	788.058	882.325	853.016	1372.544	1293.157	1398.108	1074.645	1023.273	1023.882	451.182	601.248	506.352	352.459	345.595	205.826	0.000	170.284	189.356	1112.038	1369.047	1361.682	1132.731	1459.399	1511.040	1405.714	1409.628	1409.088	1390.423	1335.098	1326.569	1181.838	1256.529	452.587	370.306	537.887	498.475	561.194	230.639
635.252	993.632	689.926	778.779	752.243	1292.700	1206.772	1308.758	939.188	881.207	877.650	589.850	742.259	670.764	520.299	511.737	206.174	170.284	0.000	19.130	1214.862	1451.853	1439.843	1225.031	1518.739	1548.890	1418.537	1406.720	1398.996	1374.807	1339.685	1314.932	1178.486	1263.918	611.622	533.218	631.909	602.125	618.163	317.976
639.345	987.948	682.094	770.005	743.899	1286.290	1199.625	1301.147	925.770	866.882	862.711	607.151	759.568	689.696	539.398	530.776	216.158	189.356	19.130	0.000	1228.490	1463.386	1450.920	1237.650	1527.852	1555.733	1422.786	1409.241	1400.719	1375.929	1343.102	1316.563	1181.205	1267.724	630.263	552.104	645.560	616.677	628.477	332.847
770.628	1168.158	1174.271	1237.180	1210.723	1350.671	1345.005	1430.495	1536.554	1550.014	1581.368	686.016	570.439	784.869	895.111	879.995	1018.142	1112.038	1214.862	1228.490	0.000	305.749	322.822	89.599	503.236	670.823	765.810	871.084	917.688	943.197	782.145	883.532	768.248	727.623	765.301	840.440	582.960	615.390	629.232	898.417
918.276	1193.083	1277.987	1322.174	1300.784	1311.908	1329.119	1398.353	1611.805	1640.619	1676.931	968.287	866.414	1084.987	1185.856	1169.149	1247.765	1369.047	1451.853	1463.386	305.749	0.000	44.570	246.613	233.515	432.152	605.487	731.227	787.397	825.327	658.126	780.750	711.110	631.731	1059.448	1129.916	831.166	872.527	837.603	1144.545
894.347	1155.012	1246.952	1289.047	1268.235	1269.600	1287.998	1356.260	1577.072	1607.318	1644.065	969.231	872.961	1093.129	1189.129	1171.831	1234.924	1361.682	1439.843	1450.920	322.822	44.570	0.000	254.128	195.621	390.948	560.929	686.679	742.901	780.978	613.864	736.810	669.373	588.434	1064.508	1132.829	824.367	867.354	823.358	1135.463
740.647	1106.832	1133.414	1191.300	1166.120	1277.545	1276.050	1358.829	1489.305	1507.035	1539.903	722.806	620.093	839.463	939.349	922.782	1024.010	1132.731	1225.031	1237.650	89.599	246.613	254.128	0.000	422.775	583.653	676.761	783.441	830.924	857.614	695.250	799.150	688.606	642.876	812.858	883.499	596.276	634.343	622.213	912.346
927.989	1093.342	1233.810	1261.931	1245.189	1164.496	1196.265	1252.972	1535.920	1575.668	1614.975	1099.522	1020.593	1242.816	1324.168	1305.232	1312.607	1459.399	1518.739	1527.852	503.236	233.515	195.621	422.775	0.000	202.939	412.742	543.086	602.142	645.984	486.505	614.204	583.795	484.096	1205.909	1267.283	931.821	979.517	902.804	1229.229
927.146	987.773	1173.802	1186.987	1174.784	1014.955	1058.775	1103.749	1441.825	1490.371	1531.657	1194.284	1136.594	1357.091	1419.978	1399.462	1345.378	1511.040	1548.890	1555.733	670.823	432.152	390.948	583.653	202.939	0.000	248.309	373.683	432.827	480.868	341.364	464.349	479.223	368.563	1311.062	1363.363	1007.063	1058.036	950.292	1281.139
783.441	751.612	965.555	967.366	958.604	766.785	811.013	855.601	1208.035	1261.145	1303.316	1152.135	1125.833	1336.318	1372.044	1349.976	1222.570	1405.714	1418.537	1422.786	765.810	605.487	560.929	676.761	412.742	248.309	0.000	130.391	189.666	235.234	100.184	216.484	262.848	158.073	1278.928	1317.360	948.166	1000.664	860.496	1182.203
774.763	657.732	900.138	890.573	885.480	643.588	693.932	732.150	1113.320	1171.451	1214.366	1194.515	1183.851	1386.652	1408.372	1385.767	1218.057	1409.628	1406.720	1409.241	871.084	731.227	686.679	783.441	543.086	373.683	130.391	0.000	59.507	107.379	93.155	112.109	228.535	168.729	1324.435	1355.362	986.007	1038.092	883.681	1192.971
771.737	614.548	869.447	854.492	851.180	586.264	639.270	674.634	1068.124	1128.446	1171.618	1212.121	1208.514	1407.261	1422.579	1399.792	1214.296	1409.088	1398.996	1400.719	917.688	787.397	742.901	830.924	602.142	432.827	189.666	59.507	0.000	50.151	135.705	84.367	230.092	198.537	1343.032	1370.475	1002.497	1054.131	894.245	1196.284
752.572	568.309	830.014	811.801	809.548	536.540	589.125	625.009	1020.578	1081.864	1125.138	1208.843	1211.552	1406.331	1416.027	1393.116	1193.395	1390.423	1374.807	1375.929	943.197	825.327	780.978	857.614	645.984	480.868	235.234	107.379	50.151	0.000	167.651	69.611	222.846	216.474	1340.409	1364.774	998.711	1049.821	885.714	1181.015
704.920	651.862	867.471	867.674	859.312	679.859	718.625	768.614	1108.131	1160.978	1203.136	1106.366	1092.486	1296.836	1322.040	1299.570	1147.166	1335.098	1339.685	1343.102	782.145	658.126	613.864	695.250	486.505	341.364	100.184	93.155	135.705	167.651	0.000	127.743	168.121	80.235	1235.646	1268.516	898.764	951.042	800.723	1115.266
688.881	546.356	789.852	778.704	773.980	552.690	594.549	641.501	1002.440	1059.799	1102.644	1139.466	1142.021	1336.767	1347.220	1324.333	1130.982	1326.569	1314.932	1316.563	883.532	780.750	736.810	799.150	614.204	464.349	216.484	112.109	84.367	69.611	127.743	0.000	153.476	156.401	1270.970	1295.787	929.372	980.561	817.295	1115.247
546.263	512.596	703.550	709.623	699.097	601.628	619.368	687.467	963.598	1011.156	1052.441	986.013	990.529	1183.635	1194.009	1171.148	989.560	1181.838	1178.486	1181.205	768.248	711.110	669.373	688.606	583.795	479.223	262.848	228.535	230.092	222.846	168.121	153.476	0.000	111.169	1117.564	1142.429	775.903	827.086	664.626	967.002
628.708	620.576	813.379	820.748	810.004	684.405	712.298	772.197	1073.449	1121.911	1163.310	1026.789	1015.193	1218.110	1242.002	1219.509	1069.955	1256.529	1263.918	1267.724	727.623	631.731	588.434	642.876	484.096	368.563	158.073	168.729	198.537	216.474	80.235	156.401	111.169	0.000	1156.343	1188.575	818.887	871.123	720.533	1035.886
673.067	1208.166	1010.692	1105.964	1073.431	1494.132	1437.347	1543.640	1364.275	1334.178	1346.693	132.316	195.041	79.938	133.427	123.864	496.533	452.587	611.622	630.263	765.301	1059.448	1064.508	812.858	1205.909	1311.062	1278.928	1324.435	1343.032	1340.409	1235.646	1270.970	1117.564	1156.343	0.000	87.334	342.257	292.561	470.055	358.091
668.546	1195.083	978.738	1075.125	1042.791	1486.760	1425.158	1531.959	1322.893	1288.295	1298.453	169.112	274.095	137.905	56.912	39.576	435.720	370.306	533.218	552.104	840.440	1129.916	1132.829	883.499	1267.283	1363.363	1317.360	1355.362	1370.475	1364.774	1268.516	1295.787	1142.429	1188.575	87.334	0.000	369.834	317.483	481.888	306.516
364.255	900.795	757.977	845.959	814.000	1173.645	1125.470	1229.941	1130.921	1118.122	1139.429	210.231	257.498	411.874	423.970	401.821	437.013	537.887	631.909	645.560	582.960	831.166	824.367	596.276	931.821	1007.063	948.166	986.007	1002.497	998.711	898.764	929.372	775.903	818.887	342.257	369.834	0.000	52.498	142.614	316.385
398.230	936.822	779.280	869.492	837.235	1213.966	1163.167	1268.283	1149.593	1133.104	1152.693	160.246	228.744	364.263	371.490	349.326	413.936	498.475	602.125	616.677	615.390	872.527	867.354	634.343	979.517	1058.036	1000.664	1038.092	1054.131	1049.821	951.042	980.561	827.086	871.123	292.561	317.483	52.498	0.000	181.670	284.254
222.266	758.193	625.153	710.274	678.736	1032.582	983.167	1087.858	999.949	992.084	1015.812	338.774	399.970	544.286	531.350	508.313	412.323	561.194	618.163	628.477	629.232	837.603	823.358	622.213	902.804	950.292	860.496	883.681	894.245	885.714	800.723	817.295	664.626	720.533	470.055	481.888	142.614	181.670	0.000	330.901
433.830	921.578	680.012	776.930	745.007	1220.679	1150.747	1257.560	1017.007	981.782	992.203	292.740	441.723	433.634	326.722	307.232	144.881	230.639	317.976	332.847	898.417	1144.545	1135.463	912.346	1229.229	1281.139	1182.203	1192.971	1196.284	1181.015	1115.266	1115.247	967.002	1035.886	358.091	306.516	316.385	284.254	330.901	0.000
EOF
