1027.387	615.263	250.609	1043.108	946.175	442.274	445.702	879.232	837.796	498.400	0.000	869.230	1097.651	1008.935	1013.075	850.416	490.453	392.530	176.235	562.593	217.459	470.491	512.779	594.218	561.668	690.697	800.772	884.529	574.893	1704.907	1584.677	1684.724	1835.394	1801.302	1539.943	1462.279	1475.987	1591.906	1746.465	1843.685	1489.085
627.209	1484.440	1115.242	199.997	1015.962	1278.775	1008.874	706.760	362.085	372.999	869.230	0.000	228.501	277.818	900.684	1044.227	1258.696	1212.365	868.862	517.326	652.216	1333.439	1381.515	1443.389	863.555	851.581	753.268	523.599	349.056	2286.796	2052.021	2131.013	2343.590	2338.829	2086.309	1890.136	1743.617	1965.576	2200.714	2342.543	1893.929
691.855	1712.890	1343.710	117.804	1143.225	1503.844	1215.635	818.246	476.606	600.621	1097.651	228.501	0.000	277.914	996.969	1194.348	1477.605	1436.401	1092.466	707.933	880.706	1561.774	1610.008	1669.157	1049.912	1016.173	888.819	620.076	561.869	2463.898	2210.848	2284.231	2505.716	2506.784	2259.510	2044.764	1870.099	2107.681	2354.286	2502.828	2043.988
895.935	1613.216	1259.387	160.792	876.844	1370.365	1029.596	549.695	230.891	529.076	1008.935	277.818	277.914	0.000	721.712	940.281	1317.801	1298.402	960.976	516.933	804.792	1478.956	1514.799	1537.604	834.558	777.274	630.965	350.814	434.097	2222.907	1955.742	2025.256	2252.026	2257.535	2015.627	1787.473	1599.632	1843.108	2095.330	2247.846	1783.896
1492.549	1452.495	1205.756	879.250	204.907	1148.928	717.530	198.100	539.498	817.198	1013.075	900.684	996.969	721.712	0.000	335.862	1021.972	1077.618	860.620	533.975	922.770	1386.592	1381.647	1293.356	487.337	345.117	217.904	380.797	694.095	1578.972	1275.529	1333.407	1571.800	1589.375	1367.643	1103.698	883.040	1138.485	1402.818	1564.227	1091.984
1562.022	1180.679	992.034	1081.819	143.870	873.680	457.421	406.073	718.465	836.337	850.416	1044.227	1194.348	940.281	335.862	0.000	729.553	808.328	677.092	554.847	832.614	1142.855	1123.142	1001.906	293.222	206.264	309.567	594.853	746.794	1287.579	1016.791	1090.323	1312.400	1317.353	1078.364	850.471	713.330	921.474	1160.325	1308.898	851.110
1513.822	458.618	419.738	1397.829	868.357	162.797	314.652	975.980	1101.338	896.661	490.453	1258.696	1477.605	1317.801	1021.972	729.553	0.000	131.884	399.334	801.854	665.816	466.272	420.901	272.888	553.700	686.010	864.827	1075.664	915.957	1228.675	1152.008	1256.208	1378.123	1335.526	1078.278	1055.420	1153.505	1202.295	1311.994	1389.344	1091.638
1419.616	375.399	288.861	1364.666	941.074	74.675	360.567	1008.553	1092.016	842.293	392.530	1212.365	1436.401	1298.402	1077.618	808.328	131.884	0.000	343.955	790.794	588.808	347.811	315.872	240.008	593.908	733.903	902.469	1085.849	879.901	1353.173	1283.706	1387.984	1507.384	1463.152	1207.211	1186.991	1277.555	1333.185	1443.535	1519.039	1222.825
1129.567	660.119	348.934	1021.469	778.444	412.600	274.441	744.722	764.062	500.662	176.235	868.862	1092.466	960.976	860.620	677.092	399.334	343.955	0.000	467.458	273.221	549.979	567.992	579.311	392.488	527.275	655.306	781.206	536.947	1569.498	1428.337	1526.548	1687.346	1658.002	1395.791	1299.818	1301.851	1425.236	1589.824	1694.215	1324.451
1008.583	1127.460	800.251	612.565	566.895	864.349	514.545	354.512	301.353	291.658	562.593	517.326	707.933	516.933	533.975	554.847	801.854	790.794	467.458	0.000	412.991	1012.451	1035.103	1030.797	346.257	350.473	323.479	321.937	192.145	1769.581	1541.925	1624.480	1830.960	1823.678	1569.805	1383.582	1267.976	1469.522	1693.674	1830.885	1391.044
856.527	832.299	463.736	829.116	899.510	647.021	522.039	760.876	652.850	283.540	217.459	652.216	880.706	804.792	922.770	832.614	665.816	588.808	273.221	412.991	0.000	682.996	729.302	805.355	542.451	642.396	704.867	725.347	374.937	1838.560	1682.304	1777.811	1948.754	1922.872	1660.677	1545.650	1512.560	1662.009	1842.849	1954.418	1566.165
1382.010	175.836	219.940	1512.006	1269.209	304.271	685.965	1289.698	1300.810	966.454	470.491	1333.439	1561.774	1478.956	1386.592	1142.855	466.272	347.811	549.979	1012.451	682.996	0.000	83.891	308.277	899.864	1042.206	1193.443	1330.171	1044.867	1603.659	1585.711	1691.095	1783.033	1728.727	1484.140	1505.677	1619.690	1657.334	1741.506	1797.781	1545.188
1455.358	104.696	268.532	1555.483	1253.917	258.944	670.313	1295.774	1328.808	1011.175	512.779	1381.515	1610.008	1514.799	1381.647	1123.142	420.901	315.872	567.992	1035.103	729.302	83.891	0.000	230.379	894.463	1036.534	1195.485	1348.450	1081.651	1525.990	1517.412	1622.853	1708.737	1652.897	1410.697	1442.676	1569.280	1596.086	1671.859	1724.007	1483.474
1602.825	214.453	403.488	1600.628	1141.175	167.246	579.538	1238.566	1332.023	1071.155	594.218	1443.389	1669.157	1537.604	1293.356	1001.906	272.888	240.008	579.311	1030.797	805.355	308.277	230.379	0.000	818.498	954.494	1129.668	1323.753	1116.250	1295.888	1292.039	1397.431	1478.708	1422.531	1181.105	1224.263	1372.117	1379.916	1444.984	1494.184	1266.879
1314.411	967.198	726.057	949.087	385.962	666.722	239.455	422.397	604.342	587.792	561.668	863.555	1049.912	834.558	487.337	293.222	553.700	593.908	392.488	346.257	542.451	899.864	894.463	818.498	0.000	142.374	311.402	540.451	527.457	1423.674	1205.441	1291.990	1490.798	1480.522	1225.030	1052.283	977.178	1150.522	1360.328	1491.852	1064.358
1356.058	1108.154	866.288	907.816	258.748	805.999	375.429	301.041	547.923	630.075	690.697	851.581	1016.173	777.274	345.117	206.264	686.010	733.903	527.275	350.473	642.396	1042.206	1036.534	954.494	142.374	0.000	185.986	451.882	542.611	1448.549	1200.584	1279.698	1493.070	1491.310	1243.397	1038.742	919.184	1119.894	1349.310	1491.489	1043.803
1312.423	1272.947	1003.552	774.804	263.155	976.030	550.852	115.091	412.230	613.081	800.772	753.268	888.819	630.965	217.904	309.567	864.827	902.469	655.306	323.479	704.867	1193.443	1195.485	1129.668	311.402	185.986	0.000	286.058	497.977	1595.846	1325.006	1396.051	1621.128	1626.895	1387.224	1157.343	990.502	1219.493	1466.132	1617.144	1155.380
1132.269	1437.372	1120.490	503.071	526.033	1160.462	765.886	198.998	161.818	526.184	884.529	523.599	620.076	350.814	380.797	594.853	1075.664	1085.849	781.206	321.937	725.347	1330.171	1348.450	1323.753	540.451	451.882	286.058	0.000	392.508	1881.858	1607.098	1675.231	1903.754	1911.395	1673.070	1438.112	1250.373	1492.295	1745.285	1899.049	1433.676
818.805	1180.956	825.295	484.772	752.211	949.502	659.834	500.253	285.264	133.684	574.893	349.056	561.869	434.097	694.095	746.794	915.957	879.901	536.947	192.145	374.937	1044.867	1081.651	1116.250	527.457	542.611	497.977	392.508	0.000	1949.224	1730.247	1814.135	2017.583	2007.979	1752.115	1573.414	1459.678	1661.238	1883.118	2018.146	1581.806
2690.926	1485.537	1638.574	2356.360	1380.645	1344.826	1324.311	1692.784	1995.591	1990.990	1704.907	2286.796	2463.898	2222.907	1578.972	1287.579	1228.675	1353.173	1569.498	1769.581	1838.560	1603.659	1525.990	1295.888	1423.674	1448.549	1595.846	1881.858	1949.224	0.000	360.853	385.667	240.055	153.981	211.349	512.415	840.891	581.963	361.365	266.301	548.262
2512.571	1501.068	1571.415	2098.609	1087.451	1295.506	1160.830	1411.204	1735.252	1791.472	1584.677	2052.021	2210.848	1955.742	1275.529	1016.791	1152.008	1283.706	1428.337	1541.925	1682.304	1585.711	1517.412	1292.039	1205.441	1200.584	1325.006	1607.098	1730.247	360.853	0.000	105.441	297.005	319.150	201.426	172.061	482.199	223.757	161.797	292.143	194.442
2602.881	1606.292	1675.383	2170.815	1151.589	1400.484	1257.308	1477.765	1807.799	1879.351	1684.724	2131.013	2284.231	2025.256	1333.407	1090.323	1256.208	1387.984	1526.548	1624.480	1777.811	1691.095	1622.853	1397.431	1291.990	1279.698	1396.051	1675.231	1814.135	385.667	105.441	0.000	250.368	300.582	276.227	240.998	498.432	218.037	70.085	236.577	241.948
2789.280	1677.523	1796.034	2394.007	1384.447	1508.444	1427.122	1708.102	2030.669	2073.473	1835.394	2343.590	2505.716	2252.026	1571.800	1312.400	1378.123	1507.384	1687.346	1830.960	1948.754	1783.033	1708.737	1478.708	1490.798	1493.070	1621.128	1903.754	2017.583	240.055	297.005	250.368	0.000	89.364	300.432	468.199	748.778	467.949	190.986	27.608	482.618
2768.948	1617.621	1750.948	2396.512	1397.427	1460.364	1403.009	1717.767	2033.632	2058.547	1801.302	2338.829	2506.784	2257.535	1589.375	1317.353	1335.526	1463.152	1658.002	1823.678	1922.872	1728.727	1652.897	1422.531	1480.522	1491.310	1626.895	1911.395	2007.979	153.981	319.150	300.582	89.364	0.000	262.258	489.853	792.975	516.532	253.881	116.830	512.911
2507.574	1382.587	1495.769	2150.919	1169.580	1208.041	1141.143	1482.950	1789.246	1799.465	1539.943	2086.309	2259.510	2015.627	1367.643	1078.364	1078.278	1207.211	1395.791	1569.805	1660.677	1484.140	1410.697	1181.105	1225.030	1243.397	1387.224	1673.070	1752.115	211.349	201.426	276.227	300.432	262.258	0.000	317.141	652.629	419.610	293.029	313.777	360.283
2364.702	1437.459	1470.531	1931.797	916.790	1207.306	1027.823	1241.512	1568.573	1639.959	1462.279	1890.136	2044.764	1787.473	1103.698	850.471	1055.420	1186.991	1299.818	1383.582	1545.650	1505.677	1442.676	1224.263	1052.283	1038.742	1157.343	1438.112	1573.414	512.415	172.061	240.998	468.199	489.853	317.141	0.000	335.882	159.980	310.579	461.623	52.789
2275.241	1585.328	1539.822	1753.395	728.980	1315.548	1030.816	1051.856	1397.375	1548.548	1475.987	1743.617	1870.099	1599.632	883.040	713.330	1153.505	1277.555	1301.851	1267.976	1512.560	1619.690	1569.280	1372.117	977.178	919.184	990.502	1250.373	1459.678	840.891	482.199	498.432	748.778	792.975	652.629	335.882	0.000	281.403	561.041	733.956	293.527
2464.614	1593.634	1613.681	1992.575	966.268	1356.920	1151.151	1293.494	1631.438	1736.737	1591.906	1965.576	2107.681	1843.108	1138.485	921.474	1202.295	1333.185	1425.236	1469.522	1662.009	1657.334	1596.086	1379.916	1150.522	1119.894	1219.493	1492.295	1661.238	581.963	223.757	218.037	467.949	516.532	419.610	159.980	281.403	0.000	279.642	452.636	113.127
2670.267	1652.050	1731.618	2240.892	1221.529	1453.742	1321.723	1547.779	1877.865	1947.432	1746.465	2200.714	2354.286	2095.330	1402.818	1160.325	1311.994	1443.535	1589.824	1693.674	1842.849	1741.506	1671.859	1444.984	1360.328	1349.310	1466.132	1745.285	1883.118	361.365	161.797	70.085	190.986	253.881	293.029	310.579	561.041	279.642	0.000	173.528	311.847
2792.966	1694.120	1807.824	2390.707	1378.413	1521.319	1432.521	1702.871	2027.347	2075.668	1843.685	2342.543	2502.828	2247.846	1564.227	1308.898	1389.344	1519.039	1694.215	1830.885	1954.418	1797.781	1724.007	1494.184	1491.852	1491.489	1617.144	1899.049	2018.146	266.301	292.143	236.577	27.608	116.830	313.777	461.623	733.956	452.636	173.528	0.000	473.175
2378.428	1480.549	1504.611	1930.174	909.683	1245.358	1051.205	1236.015	1567.419	1652.043	1489.085	1893.929	2043.988	1783.896	1091.984	851.110	1091.638	1222.825	1324.451	1391.044	1566.165	1545.188	1483.474	1266.879	1064.358	1043.803	1155.380	1433.676	1581.806	548.262	194.442	241.948	482.618	512.911	360.283	52.789	293.527	113.127	311.847	473.175	0.000
EOF
