133	Port133	RP	22	18
134	Port134	RP	8	14
135	Port135	RP	6	39
136	Port136	RP	2	72
137	Port137	RP	3	17
138	Port138	RP	11	36
139	Port139	RP	1	11
140	Port140	RP	46	18
141	Port141	RP	1	10
142	Port142	RP	9	1
143	Port143	RP	25	15
144	Port144	RP	17	28
145	Port145	RP	13	19
146	Port146	RP	5	3
147	Port147	RP	23	48
148	Port148	RP	3	7
149	Port149	RP	8	3
150	Port150	RP	26	61
%distance table
0.000	864.570	766.602	833.632	910.641	892.626	800.467	746.469	844.382	875.767	829.282	1306.780	1284.640	1266.231	1318.894	1497.725	1530.651	1413.357	1682.828	1601.394	1459.977	1398.670	1506.034	1512.693	1512.693	1405.539	1436.736	1595.853	1386.297	1407.766	1871.065	1747.407	1770.451	1604.949	1584.491	1786.059	1815.506	1657.745	1902.195	1604.005	1660.117	1776.450	1612.644	1724.978	1803.234	1709.478	1702.965	1883.989	1812.240	1727.928	1636.782	1589.644	2274.768	2316.080	2476.114	2239.407	2115.807	2194.118	2484.773	2495.155	2362.599	2346.789	2313.305	2284.337	2341.510	2296.306	2314.144	2343.679	2368.679	2434.177	2378.695	2380.500	2269.016	2367.766	2359.716	2162.761	2212.512	2316.734	2237.814	2256.102	2296.138	2343.238	2101.930	2158.888	2096.807	2061.438	2084.705	2114.925	2109.702	2102.647	2111.361	2153.135	2137.111	2074.859	2123.108	2192.214	2197.526	2196.856	2223.496	2395.656	2359.731	2664.670	1683.957	1840.148	1542.214	699.055	1181.107	1238.554	2666.106	2666.976	2907.620	2748.217	2629.056	2540.586	2746.019	2783.402	2626.939	2572.524	2542.952	2179.190	1093.969	973.302	936.025	1102.751	1126.866	1128.525	1235.004	1080.799	1081.711	995.695	1065.579	1179.916	1187.126	1082.737	995.255	990.254	1088.418	1153.919	1180.906	1006.162	1040.880	1795.462	1751.079	1669.312	2119.751	2197.868	2125.074	2155.116	1811.225	1556.463
864.570	0.000	130.626	138.279	66.585	128.121	238.913	170.572	56.749	142.644	164.836	1121.493	1143.820	1176.464	1285.638	1486.782	1481.665	1287.613	1484.461	1574.355	1480.435	1332.983	1375.143	1309.268	1309.268	1212.931	1268.897	1473.447	1344.862	1353.828	1008.101	883.282	967.612	848.310	731.887	934.648	989.611	813.133	1081.044	783.676	795.563	911.906	756.981	869.263	938.666	845.798	839.459	1019.669	949.210	865.935	774.145	725.725	1638.583	1609.545	1854.839	1669.605	1455.464	1484.320	1779.249	1848.649	1762.233	1638.528	1598.347	1609.478	1649.513	1599.844	1629.119	1662.787	1719.579	1792.245	1762.336	1789.811	1656.993	1740.049	1707.057	1507.654	1518.106	1632.363	1550.938	1563.880	1588.726	1628.678	1494.380	1556.476	1503.578	1469.821	1676.879	1661.390	1660.673	1627.306	1633.828	1686.003	1711.770	1659.122	1598.098	1666.098	1695.222	1715.256	1816.119	2135.210	2156.845	2454.601	1196.036	1222.011	1191.568	773.330	546.758	461.595	1857.966	1878.602	2104.649	1930.618	1818.306	1747.208	1943.939	1991.882	1849.086	1753.626	1722.136	1337.625	1464.179	1359.621	1294.014	1436.631	1487.718	1469.407	1552.391	1412.006	1401.942	1323.027	1318.933	1456.100	1508.741	1432.566	1362.742	1442.998	1525.490	1535.335	1572.223	1330.579	1349.044	934.269	900.606	827.350	1278.377	1355.556	1288.462	1305.431	1214.302	1175.065
766.602	130.626	0.000	79.183	150.447	129.540	138.288	40.967	85.488	118.871	91.870	1029.336	1046.661	1074.259	1179.950	1382.372	1381.070	1192.088	1402.011	1472.833	1372.927	1231.578	1282.007	1224.177	1224.177	1124.160	1178.186	1381.037	1241.141	1251.571	1119.126	985.539	1023.056	881.827	817.920	1019.717	1057.321	892.492	1146.523	846.996	902.132	1016.648	846.090	958.391	1043.901	956.017	950.102	1122.433	1048.271	963.155	872.790	827.760	1642.604	1633.431	1856.775	1657.343	1464.340	1508.270	1803.938	1857.080	1758.205	1663.152	1624.789	1623.924	1669.281	1620.580	1646.674	1679.393	1727.741	1799.055	1762.297	1783.663	1654.921	1742.730	1716.084	1515.585	1537.567	1649.751	1568.412	1583.058	1612.733	1655.201	1489.468	1550.957	1495.158	1460.590	1630.885	1623.947	1622.333	1593.825	1600.877	1651.571	1669.484	1614.375	1574.817	1643.851	1668.159	1684.101	1771.676	2069.492	2083.006	2383.960	1158.070	1216.146	1126.620	645.956	524.084	591.733	1919.636	1932.076	2164.633	1996.754	1881.050	1802.288	2003.191	2046.923	1898.396	1820.029	1789.408	1415.822	1335.529	1230.074	1164.746	1308.928	1359.462	1341.678	1426.051	1284.229	1274.466	1194.759	1193.365	1330.792	1381.949	1304.331	1233.631	1312.674	1395.589	1406.721	1443.499	1202.453	1221.592	1030.065	984.834	904.765	1356.355	1434.273	1363.434	1389.371	1202.671	1115.230
833.632	138.279	79.183	0.000	119.373	60.686	102.371	87.274	81.920	42.325	26.571	984.991	1006.294	1038.322	1147.360	1348.542	1343.738	1150.450	1351.217	1436.339	1342.177	1194.940	1238.543	1174.973	1174.973	1077.404	1132.860	1337.066	1206.644	1215.711	1068.051	928.404	947.498	803.342	752.737	953.281	984.661	824.184	1073.082	773.696	848.405	961.080	782.196	894.011	988.577	904.903	899.371	1065.141	988.883	903.006	813.905	771.269	1564.172	1554.262	1778.584	1580.949	1385.514	1429.107	1724.773	1778.355	1680.653	1583.991	1545.666	1544.862	1590.106	1541.398	1567.530	1600.273	1649.013	1720.434	1684.284	1706.396	1577.102	1664.441	1637.298	1436.829	1458.391	1570.611	1489.265	1503.886	1533.566	1576.079	1411.931	1473.524	1418.100	1383.633	1562.979	1553.299	1551.951	1522.031	1528.943	1580.073	1600.362	1546.033	1500.498	1569.344	1594.759	1611.736	1703.322	2009.849	2027.488	2326.845	1087.183	1138.589	1065.992	647.643	447.972	586.848	1844.560	1855.413	2089.095	1922.685	1806.234	1725.958	1927.567	1970.486	1821.099	1746.128	1715.749	1345.863	1339.659	1238.116	1171.603	1309.965	1362.189	1342.754	1423.245	1285.520	1274.871	1197.751	1188.959	1325.639	1380.342	1307.057	1239.700	1325.558	1405.301	1410.637	1447.774	1204.959	1221.999	968.852	918.154	835.681	1286.405	1364.473	1292.450	1321.633	1125.919	1052.256
910.641	66.585	150.447	119.373	0.000	81.544	219.898	183.389	66.620	103.708	143.593	1080.863	1106.035	1141.827	1253.162	1452.953	1445.241	1248.449	1438.041	1538.385	1448.911	1297.398	1334.402	1264.447	1264.447	1170.206	1227.060	1432.108	1310.833	1318.769	969.057	837.702	904.487	782.247	677.501	880.174	929.325	756.258	1020.269	721.975	752.898	868.016	704.017	816.483	895.138	806.024	800.037	974.521	901.710	817.287	726.210	679.836	1572.191	1543.175	1788.508	1604.382	1388.941	1417.936	1712.937	1782.110	1696.263	1572.195	1532.100	1542.894	1583.007	1533.360	1562.565	1596.221	1653.052	1725.745	1696.116	1723.993	1590.914	1673.700	1640.513	1441.149	1451.582	1565.806	1484.379	1497.353	1522.358	1562.440	1428.545	1490.669	1438.037	1404.370	1617.547	1600.113	1599.586	1565.255	1571.670	1624.097	1651.521	1599.498	1534.314	1602.124	1631.979	1652.711	1756.302	2081.349	2105.980	2402.320	1135.366	1156.369	1138.609	766.972	484.984	468.508	1796.704	1815.624	2043.074	1870.489	1757.286	1684.494	1882.156	1929.236	1785.367	1693.505	1662.234	1280.894	1458.982	1357.464	1290.972	1429.079	1481.433	1461.866	1541.829	1404.662	1393.930	1317.031	1307.351	1443.824	1499.125	1426.308	1359.072	1444.572	1524.590	1529.944	1567.095	1324.209	1341.070	884.904	845.741	769.810	1221.528	1299.020	1230.608	1250.834	1149.239	1120.402
892.626	128.121	129.540	60.686	81.544	0.000	146.696	146.429	84.792	25.199	75.625	999.941	1024.680	1060.287	1171.649	1371.409	1363.790	1167.292	1359.008	1456.908	1367.436	1215.891	1253.542	1184.743	1184.743	1089.806	1146.435	1351.392	1229.290	1237.243	1007.806	867.724	893.659	755.589	692.768	893.678	928.026	765.170	1017.067	717.544	787.919	900.450	721.979	833.908	927.956	844.696	839.219	1004.456	928.230	842.385	753.228	710.616	1528.264	1510.913	1743.608	1551.830	1347.582	1385.635	1681.258	1740.828	1648.070	1540.406	1501.425	1504.923	1548.246	1499.156	1526.457	1559.569	1611.526	1683.508	1650.066	1674.707	1543.668	1629.119	1599.470	1399.303	1416.544	1529.601	1448.166	1462.177	1490.159	1531.832	1379.597	1441.477	1387.258	1353.124	1549.853	1535.863	1534.959	1502.657	1509.313	1561.159	1585.336	1532.271	1476.297	1544.679	1572.327	1591.241	1689.367	2007.157	2029.456	2326.827	1070.097	1106.484	1063.601	694.878	422.969	546.103	1790.121	1803.075	2035.187	1867.237	1751.515	1673.115	1873.767	1917.792	1769.887	1690.527	1659.937	1287.642	1386.305	1286.719	1219.761	1355.125	1408.124	1387.890	1466.264	1330.843	1319.763	1244.045	1231.475	1367.522	1424.050	1353.062	1287.396	1376.164	1454.456	1457.095	1494.365	1251.005	1266.973	908.316	858.615	776.985	1228.174	1306.178	1234.760	1262.493	1096.319	1046.946
800.467	238.913	138.288	102.371	219.898	146.696	0.000	110.096	182.171	121.497	76.574	892.243	910.981	940.695	1048.367	1250.122	1246.917	1055.971	1263.796	1339.136	1242.593	1097.722	1145.279	1086.108	1086.108	986.492	1040.876	1244.174	1108.452	1118.132	1140.351	993.469	969.986	809.057	805.663	1002.112	1017.481	869.820	1102.861	806.099	918.557	1028.157	837.311	947.343	1055.845	977.912	972.856	1129.285	1050.240	963.658	877.143	838.307	1538.209	1544.567	1750.186	1542.071	1364.336	1420.123	1715.000	1755.136	1647.866	1574.767	1538.140	1527.430	1576.836	1529.154	1552.541	1584.360	1626.040	1696.112	1654.632	1671.865	1546.229	1637.019	1615.068	1414.609	1445.514	1555.471	1474.587	1490.539	1524.073	1568.474	1379.506	1440.342	1382.868	1347.918	1499.069	1495.544	1493.547	1467.259	1474.544	1524.452	1539.011	1483.040	1453.431	1522.843	1544.558	1558.449	1640.249	1932.209	1944.846	2246.013	1030.654	1106.992	990.005	548.449	413.861	688.348	1865.939	1869.554	2108.156	1947.752	1828.714	1742.023	1946.507	1985.586	1831.760	1772.117	1742.648	1384.700	1240.169	1140.099	1073.209	1209.595	1262.258	1242.376	1321.941	1185.234	1174.359	1098.020	1087.454	1223.957	1279.301	1207.162	1140.946	1229.518	1307.784	1311.032	1348.258	1105.077	1121.522	1027.368	966.695	879.382	1325.471	1403.658	1328.738	1365.920	1089.761	979.845
746.469	170.572	40.967	87.274	183.389	146.429	110.096	0.000	121.792	129.564	87.805	995.218	1011.245	1037.580	1142.393	1345.007	1344.584	1156.949	1370.063	1436.089	1334.883	1194.983	1247.398	1191.695	1191.695	1090.817	1144.282	1346.541	1203.999	1214.763	1148.624	1011.967	1033.593	885.866	839.188	1040.075	1071.773	911.285	1160.021	860.713	930.282	1043.925	868.293	980.283	1071.314	985.425	979.679	1148.823	1073.439	987.838	898.184	854.457	1635.540	1632.601	1848.824	1645.268	1459.042	1507.637	1803.160	1851.140	1748.524	1662.517	1624.780	1620.131	1667.102	1618.770	1643.827	1676.207	1721.858	1792.671	1753.836	1773.306	1645.961	1735.130	1710.483	1509.912	1535.471	1646.848	1565.646	1580.807	1611.969	1655.180	1479.865	1541.078	1484.473	1449.711	1608.843	1604.398	1602.523	1575.475	1582.676	1632.875	1648.476	1592.710	1559.524	1628.782	1651.625	1666.337	1749.948	2041.597	2052.925	2354.611	1139.087	1206.765	1099.820	604.992	513.116	632.082	1930.800	1940.496	2175.049	2009.365	1892.608	1811.360	2013.477	2055.770	1905.473	1832.875	1802.576	1433.130	1294.677	1189.417	1124.009	1267.986	1318.562	1300.737	1385.087	1243.291	1233.513	1153.858	1152.429	1289.866	1340.983	1263.429	1192.859	1272.428	1355.071	1365.865	1402.660	1161.539	1180.637	1054.110	1004.993	922.873	1373.670	1451.735	1379.714	1408.696	1191.550	1089.917
844.382	56.749	85.488	81.920	66.620	84.792	182.171	121.792	0.000	92.737	108.396	1066.463	1088.123	1120.233	1229.144	1430.408	1425.652	1232.171	1431.247	1518.259	1423.845	1276.860	1320.063	1255.487	1255.487	1158.471	1214.150	1418.504	1288.526	1297.625	1035.416	904.285	962.077	832.245	742.418	944.926	990.353	819.938	1080.750	781.734	819.493	934.636	769.410	881.872	961.758	872.432	866.407	1041.114	968.141	883.592	792.627	746.420	1611.439	1590.396	1827.038	1636.440	1430.058	1465.094	1760.557	1823.363	1732.128	1619.712	1580.274	1586.429	1628.673	1579.368	1607.351	1640.656	1694.105	1766.289	1733.726	1758.940	1627.546	1712.462	1681.915	1481.924	1497.033	1610.529	1529.075	1542.729	1569.611	1610.662	1463.744	1525.670	1471.666	1437.585	1632.753	1619.826	1618.831	1586.960	1593.655	1645.394	1668.760	1615.351	1561.064	1629.461	1656.995	1675.709	1772.521	2085.923	2105.637	2404.193	1153.910	1190.727	1142.010	719.328	507.650	514.199	1856.334	1872.955	2102.279	1931.281	1817.195	1742.269	1941.142	1987.044	1841.439	1754.346	1723.288	1344.379	1410.780	1307.147	1241.235	1382.567	1434.010	1415.352	1497.605	1357.992	1347.750	1269.364	1263.879	1400.926	1454.170	1378.855	1309.783	1391.867	1473.482	1481.894	1518.866	1276.812	1294.850	951.082	910.349	833.085	1284.965	1362.610	1293.411	1315.396	1180.922	1126.767
875.767	142.644	118.871	42.325	103.708	25.199	121.497	129.564	92.737	0.000	51.807	980.696	1004.517	1039.228	1150.061	1350.194	1343.274	1147.579	1341.963	1436.276	1345.658	1195.120	1234.354	1167.053	1167.053	1071.312	1127.622	1332.413	1208.104	1216.332	1030.284	888.846	905.504	762.998	711.258	911.515	942.340	782.157	1030.795	731.394	809.950	921.965	740.976	852.646	949.517	867.253	861.855	1025.466	948.669	862.632	773.925	732.023	1528.937	1515.699	1743.823	1549.131	1349.302	1390.481	1686.156	1742.377	1647.067	1545.334	1506.741	1507.759	1552.169	1503.295	1529.930	1562.837	1613.040	1684.732	1649.884	1673.265	1543.077	1629.500	1601.166	1400.812	1420.446	1533.039	1451.646	1466.005	1494.978	1537.154	1378.432	1440.180	1385.361	1351.060	1540.219	1527.973	1526.886	1495.575	1502.341	1553.893	1576.468	1522.886	1471.316	1539.918	1566.577	1584.652	1680.085	1993.682	2014.383	2312.452	1061.948	1105.148	1049.835	669.715	417.732	570.387	1802.488	1813.789	2047.124	1880.466	1764.115	1684.209	1885.615	1928.778	1779.772	1703.889	1673.488	1303.624	1361.190	1261.530	1194.583	1330.104	1383.051	1362.872	1441.432	1305.808	1294.760	1218.946	1206.682	1342.805	1399.151	1327.984	1262.233	1350.974	1429.260	1431.992	1469.255	1225.921	1241.962	928.179	876.355	793.556	1244.168	1322.246	1250.150	1279.629	1093.757	1034.215
829.282	164.836	91.870	26.571	143.593	75.625	76.574	87.805	108.396	51.807	0.000	958.998	980.014	1011.843	1120.808	1322.020	1317.331	1124.268	1326.011	1409.902	1315.610	1168.496	1212.509	1149.529	1149.529	1051.659	1106.979	1311.084	1180.132	1189.240	1082.005	939.992	946.824	798.066	760.449	960.000	986.851	829.839	1074.509	775.517	861.539	973.320	790.603	902.003	1000.893	918.996	913.615	1076.532	999.371	913.213	824.829	783.343	1551.687	1545.702	1765.595	1565.483	1374.090	1420.668	1716.255	1766.591	1666.613	1575.559	1537.639	1534.408	1580.681	1532.206	1557.677	1590.208	1637.267	1708.390	1670.974	1691.961	1563.472	1651.648	1625.725	1425.181	1449.007	1560.722	1479.456	1494.408	1525.047	1568.045	1397.878	1459.322	1403.404	1368.812	1542.112	1533.700	1532.216	1503.053	1510.046	1560.931	1580.027	1525.349	1483.179	1552.171	1576.784	1593.099	1682.654	1986.378	2003.124	2302.817	1067.668	1124.580	1042.663	623.681	432.230	611.876	1844.084	1853.025	2088.064	1923.220	1806.041	1724.036	1926.465	1968.381	1817.792	1746.861	1716.719	1349.978	1315.635	1214.723	1148.048	1285.519	1337.959	1318.305	1398.294	1261.115	1250.353	1173.609	1163.879	1300.444	1355.543	1282.843	1215.997	1302.957	1382.124	1386.562	1423.742	1180.746	1197.496	978.461	924.756	840.790	1290.554	1368.694	1295.824	1327.279	1110.860	1029.579
1306.780	1121.493	1029.336	984.991	1080.863	999.941	892.243	995.218	1066.463	980.696	958.998	0.000	63.448	136.280	241.620	400.745	375.465	170.031	388.588	468.870	418.329	241.247	253.667	209.868	209.868	101.539	149.310	352.089	269.066	265.602	1674.878	1501.108	1189.275	983.387	1281.737	1395.243	1294.141	1279.668	1332.321	1155.021	1476.375	1543.156	1317.380	1385.447	1567.079	1544.194	1543.403	1604.480	1520.178	1447.325	1398.406	1393.351	1193.864	1343.834	1346.974	1078.188	1103.678	1252.827	1482.876	1397.574	1221.091	1372.213	1357.638	1261.934	1338.321	1309.198	1303.621	1321.022	1291.914	1337.905	1255.215	1225.258	1155.505	1260.828	1289.599	1131.751	1238.277	1304.629	1244.880	1269.054	1329.284	1381.279	1012.249	1051.080	988.544	958.299	805.560	861.274	853.393	866.752	876.280	905.755	863.930	800.626	930.014	991.039	973.867	956.331	936.836	1096.826	1080.628	1387.049	553.059	838.414	304.102	607.730	706.829	1515.442	1881.465	1822.454	2076.373	1985.162	1858.427	1728.972	1931.261	1932.632	1759.712	1839.210	1821.471	1619.136	808.161	793.681	742.255	750.567	805.941	772.556	781.771	738.231	720.668	708.146	611.306	684.994	765.500	769.601	770.026	908.065	921.970	854.098	885.106	706.033	689.429	1482.014	1367.226	1273.643	1573.002	1637.412	1553.835	1646.899	786.504	346.596
1284.640	1143.820	1046.661	1006.294	1106.035	1024.680	910.981	1011.245	1088.123	1004.517	980.014	63.448	0.000	72.876	182.954	356.727	340.074	146.310	399.289	433.705	368.079	196.314	239.702	229.288	229.288	126.812	152.461	338.716	218.873	219.770	1727.174	1553.441	1248.523	1041.696	1333.430	1451.037	1352.691	1333.889	1392.290	1210.027	1526.352	1595.476	1369.282	1439.590	1619.709	1594.283	1593.289	1658.744	1574.124	1500.225	1449.352	1442.750	1253.979	1406.349	1404.231	1134.684	1166.064	1315.914	1544.496	1456.242	1278.150	1434.631	1420.378	1323.630	1400.257	1371.529	1365.483	1382.544	1351.821	1396.841	1313.149	1281.425	1214.378	1319.568	1349.762	1193.637	1300.981	1366.452	1307.255	1331.478	1391.914	1443.884	1072.818	1110.712	1048.476	1018.609	848.411	909.218	900.927	917.397	926.963	954.411	907.890	844.796	984.929	1044.796	1025.320	1005.678	976.594	1112.150	1087.104	1393.847	615.061	901.663	362.618	587.036	750.908	1547.842	1944.910	1885.736	2139.593	2048.609	1921.871	1792.408	1994.631	1995.805	1822.889	1902.562	1884.761	1680.204	746.145	734.526	684.642	688.346	743.407	709.954	718.337	676.419	658.842	648.648	550.131	621.740	702.266	707.755	710.290	848.363	860.268	791.310	822.106	646.209	628.641	1536.274	1422.554	1328.362	1633.660	1698.548	1614.870	1707.104	849.637	407.016
1266.231	1176.464	1074.259	1038.322	1141.827	1060.287	940.695	1037.580	1120.233	1039.228	1011.843	136.280	72.876	0.000	119.331	311.344	307.171	147.208	419.744	398.577	313.560	157.449	240.264	266.014	266.014	178.578	182.155	334.045	169.265	177.440	1790.036	1616.426	1318.193	1110.607	1395.928	1517.428	1421.697	1398.835	1462.568	1275.798	1587.018	1658.425	1431.959	1504.402	1682.952	1655.017	1653.821	1723.575	1638.681	1563.795	1511.033	1502.903	1322.239	1477.580	1469.060	1198.810	1237.154	1387.968	1614.539	1522.707	1342.820	1505.728	1491.919	1393.806	1470.728	1442.517	1435.863	1452.489	1419.798	1463.646	1378.813	1345.065	1281.188	1386.173	1418.048	1264.079	1372.479	1436.782	1378.310	1402.596	1463.303	1515.234	1141.691	1178.463	1116.609	1087.201	898.080	964.218	955.503	975.319	984.908	1010.082	958.566	895.903	1047.434	1105.936	1083.931	1062.002	1022.473	1130.381	1095.400	1401.520	685.857	973.998	430.384	574.740	807.064	1590.371	2017.664	1958.095	2211.837	2121.407	1994.690	1865.112	2067.160	2067.974	1895.067	1975.438	1957.624	1751.410	676.235	669.167	621.736	618.126	672.610	639.050	645.670	606.906	589.323	582.923	481.869	549.586	630.142	638.160	644.076	782.012	790.802	720.039	750.435	579.973	560.885	1601.152	1488.513	1393.788	1704.512	1769.812	1686.053	1777.545	921.797	476.425
1318.894	1285.638	1179.950	1147.360	1253.162	1171.649	1048.367	1142.393	1229.144	1150.061	1120.808	241.620	182.954	119.331	0.000	203.051	215.853	151.256	404.143	299.637	196.579	83.801	212.946	292.464	292.464	242.648	214.634	284.471	68.102	88.949	1908.525	1734.859	1430.749	1224.377	1514.518	1633.899	1535.295	1516.310	1573.939	1392.728	1706.090	1776.875	1550.491	1621.963	1801.288	1774.079	1772.920	1841.137	1756.393	1681.987	1629.874	1622.056	1391.214	1558.880	1526.308	1255.068	1318.276	1474.456	1689.842	1584.918	1400.039	1586.260	1574.926	1470.181	1548.253	1522.617	1513.052	1527.713	1487.455	1527.147	1438.924	1399.272	1345.320	1449.257	1486.822	1341.999	1455.485	1513.741	1458.894	1483.450	1545.499	1597.115	1213.590	1246.174	1185.926	1158.299	922.007	999.053	989.462	1016.870	1026.428	1046.030	983.938	922.901	1100.049	1154.538	1126.287	1099.036	1037.217	1094.213	1043.937	1347.139	768.291	1063.662	506.046	643.862	926.377	1705.185	2110.361	2046.256	2298.812	2214.867	2088.713	1957.150	2156.884	2154.458	1981.785	2072.419	2055.604	1860.411	613.889	626.978	589.203	554.984	605.147	571.393	561.746	547.850	530.584	541.208	432.271	473.529	553.144	578.104	599.091	734.268	729.332	648.867	676.006	536.324	511.307	1718.680	1605.319	1510.962	1814.503	1878.636	1795.137	1888.508	1010.310	556.195
1497.725	1486.782	1382.372	1348.542	1452.953	1371.409	1250.122	1345.007	1430.408	1350.194	1322.020	400.745	356.727	311.344	203.051	0.000	67.584	240.556	348.781	103.671	58.527	160.559	211.083	336.298	336.298	352.589	297.537	200.574	142.133	136.973	2072.775	1899.073	1569.596	1368.906	1680.546	1787.163	1677.224	1675.108	1707.958	1549.209	1876.381	1941.108	1715.956	1780.872	1964.628	1944.115	1943.441	1999.418	1915.783	1844.615	1797.792	1793.661	1427.399	1618.053	1537.946	1269.256	1380.181	1545.755	1735.110	1605.280	1413.461	1643.509	1637.570	1520.136	1599.629	1579.667	1564.148	1574.593	1519.673	1550.729	1457.225	1407.066	1372.798	1473.105	1521.253	1396.917	1519.488	1564.355	1517.731	1542.552	1606.726	1657.113	1258.583	1282.338	1226.405	1202.835	887.966	981.163	970.356	1010.252	1019.458	1028.625	950.139	894.105	1111.007	1156.819	1118.015	1082.041	983.651	958.991	888.230	1184.164	846.549	1148.170	587.985	838.479	1106.557	1901.274	2190.810	2116.519	2365.010	2296.613	2172.450	2036.925	2230.106	2220.296	2049.191	2163.493	2149.266	1985.422	660.923	708.745	688.188	605.133	642.599	611.135	565.464	606.379	591.241	629.800	519.069	505.151	574.276	632.244	678.155	800.806	770.932	675.400	693.635	622.267	589.793	1877.103	1760.303	1668.170	1942.829	2003.017	1920.715	2019.667	1093.512	641.154
