2018.736	357.937	321.907	673.524	922.321	1114.217	1570.487	1697.294	1181.160	852.559	176.306	0.000	318.861	468.299	609.543	916.617	1356.423	1698.026	1543.487	1310.319	567.136	327.931	473.807	1174.381	971.651	466.407	404.602	852.588	1001.185	214.943	623.487	977.922	1307.679	1375.975	1149.559	790.819	644.053	332.379	153.285	188.950	1465.294	1889.597	1936.427	1666.547	1605.367	1614.402	1793.683	1802.232	1945.316	2013.383	2034.941	1926.990	1826.883	1689.931	1453.562	1485.303	1929.748	1591.357	1898.544	1775.705	1736.231
2276.486	153.312	274.369	734.710	1000.732	1201.317	1672.392	1802.776	1321.868	1022.813	440.757	318.861	0.000	259.622	564.279	950.008	1419.703	1786.209	1672.371	1460.215	774.583	549.616	483.395	1169.854	1183.767	717.604	467.862	996.797	1140.559	351.515	719.915	1058.847	1366.764	1470.445	1248.100	890.195	741.180	482.923	208.186	132.135	1605.751	2030.101	2048.867	1364.167	1316.534	1395.807	1539.052	1524.823	1653.246	1742.345	1787.484	1690.666	1600.316	1482.971	1174.918	1183.254	1627.026	1334.344	1688.230	1485.016	1444.340
2219.132	407.433	193.751	566.194	822.485	1019.658	1488.138	1618.638	1172.907	911.575	504.056	468.299	259.622	0.000	348.089	746.953	1217.706	1591.885	1505.866	1313.928	718.607	545.226	742.716	940.197	1101.368	712.172	357.959	866.060	997.944	361.286	578.851	879.218	1163.645	1285.625	1072.161	733.658	597.880	438.648	315.071	338.606	1448.838	1866.088	1865.862	1220.859	1145.827	1157.220	1325.745	1336.291	1486.721	1545.702	1568.342	1463.287	1366.651	1239.118	989.065	1040.909	1482.732	1123.131	1446.377	1316.713	1278.361
1949.961	716.923	312.435	246.371	481.490	674.979	1141.228	1271.576	843.665	624.818	533.312	609.543	564.279	348.089	0.000	398.874	869.777	1243.812	1164.261	984.424	523.723	470.333	1014.897	605.666	834.508	587.713	234.134	561.832	677.288	403.346	293.258	536.673	815.783	938.982	729.287	412.122	305.734	358.073	488.845	580.266	1111.943	1524.190	1518.745	1356.132	1241.325	1086.767	1322.473	1388.009	1572.938	1571.864	1540.097	1415.602	1303.078	1143.393	1067.805	1188.265	1605.059	1136.521	1350.161	1407.124	1374.657
1674.477	1099.402	680.446	244.330	138.786	288.645	744.514	874.406	496.341	424.395	783.092	916.617	950.008	746.953	398.874	0.000	471.680	844.937	778.620	629.548	539.301	654.421	1368.141	271.805	630.470	673.263	516.677	336.361	372.274	703.398	310.990	170.989	418.012	543.336	347.599	209.689	295.140	591.441	833.346	941.612	737.065	1135.949	1121.302	1595.585	1452.286	1143.040	1430.894	1548.112	1756.739	1695.442	1606.725	1468.299	1346.067	1163.200	1277.354	1447.167	1821.665	1277.977	1350.273	1603.298	1578.124
1463.351	1567.569	1147.822	692.734	434.107	251.652	300.707	421.949	364.744	613.023	1204.027	1356.423	1419.703	1217.706	869.777	471.680	0.000	377.138	390.853	399.907	871.569	1058.039	1821.321	348.656	709.663	1018.336	972.004	557.657	443.079	1150.291	733.074	378.936	54.340	146.192	240.956	567.466	712.388	1024.086	1290.928	1403.349	401.398	712.407	663.146	1922.295	1760.207	1333.261	1644.514	1803.902	2024.844	1907.108	1765.114	1622.292	1500.677	1313.842	1594.388	1796.953	2118.686	1535.144	1458.376	1890.129	1872.914
1318.393	1931.558	1512.530	1052.780	787.253	587.811	142.899	99.699	557.696	886.056	1536.264	1698.026	1786.209	1591.885	1243.812	844.937	377.138	0.000	264.098	483.280	1173.145	1384.647	2169.163	710.292	902.507	1316.067	1329.284	857.139	714.854	1499.583	1081.702	729.289	431.431	322.053	548.539	909.956	1060.327	1367.373	1646.179	1761.280	354.296	391.439	292.341	2257.314	2089.299	1620.063	1931.930	2108.313	2331.362	2186.924	2019.533	1878.960	1762.289	1581.813	1929.963	2142.846	2437.918	1846.350	1696.008	2207.732	2194.449
1104.834	1810.063	1398.870	943.267	683.602	491.111	147.108	194.578	362.943	698.325	1373.627	1543.487	1672.371	1505.866	1164.261	778.620	390.853	264.098	0.000	248.949	991.847	1219.437	2017.267	731.943	671.026	1127.352	1205.270	691.114	542.445	1358.968	952.779	627.629	432.351	254.579	435.065	782.315	931.410	1221.631	1512.042	1629.981	96.120	360.225	398.694	2307.844	2147.892	1722.806	2034.495	2194.737	2415.579	2296.414	2149.229	2006.656	1885.943	1700.047	1980.391	2177.698	2508.082	1925.809	1836.782	2279.947	2262.127
1085.791	1592.308	1189.947	748.012	509.224	352.996	341.406	436.139	141.110	458.652	1137.834	1310.319	1460.215	1313.928	984.424	629.548	399.907	483.280	248.949	0.000	751.016	983.629	1783.183	669.985	423.852	882.927	992.773	464.787	319.749	1134.370	742.915	461.132	413.373	266.925	293.169	580.306	722.229	995.765	1289.548	1408.071	158.553	579.296	646.189	2214.255	2063.527	1687.662	1993.659	2135.902	2352.079	2259.056	2134.481	1991.825	1868.861	1680.967	1890.941	2071.702	2430.395	1864.210	1838.556	2206.576	2184.731
1508.489	883.545	540.060	350.090	469.007	620.011	1037.309	1158.555	629.784	293.524	391.431	567.136	774.583	718.607	523.723	539.301	871.569	1173.145	991.847	751.016	0.000	240.182	1035.826	805.703	411.367	146.791	363.074	318.016	458.638	423.788	265.681	510.083	831.500	856.007	638.558	337.827	269.224	294.063	577.261	692.744	908.455	1329.121	1389.531	1873.558	1763.934	1584.144	1837.488	1910.966	2096.573	2091.065	2045.466	1915.410	1798.288	1627.230	1591.042	1701.836	2125.714	1656.449	1827.820	1930.437	1897.544
1727.061	648.012	352.350	415.593	629.028	809.378	1253.391	1378.297	856.547	525.251	154.287	327.931	549.616	545.226	470.333	654.421	1058.039	1384.647	1219.437	983.629	240.182	0.000	799.587	925.022	649.325	171.213	242.063	530.746	678.475	201.328	343.593	680.668	1012.486	1063.344	838.750	492.212	360.649	118.484	345.146	457.069	1139.454	1562.881	1614.569	1751.816	1659.839	1555.789	1781.044	1828.590	1998.912	2023.211	2005.271	1883.315	1772.173	1613.724	1492.854	1574.410	2010.641	1588.720	1820.425	1829.786	1793.932
2427.868	347.182	702.643	1130.610	1388.039	1583.231	2043.112	2170.404	1654.835	1324.823	645.518	473.807	483.395	742.716	1014.897	1368.141	1821.321	2169.163	2017.267	1783.183	1035.826	799.587	0.000	1612.467	1431.164	920.796	852.105	1326.394	1474.991	671.168	1089.488	1444.723	1771.197	1847.272	1620.685	1259.771	1110.586	801.819	535.182	434.634	1938.664	2362.457	2410.098	1723.419	1710.723	1862.304	1977.427	1934.680	2033.010	2158.254	2229.915	2143.332	2060.480	1954.137	1590.619	1549.405	1978.466	1773.429	2156.574	1871.306	1828.934
1755.490	1322.589	912.417	511.073	350.172	337.909	649.128	767.137	570.866	641.773	1049.525	1174.381	1169.854	940.197	605.666	271.805	348.656	710.292	731.943	669.985	805.703	925.022	1612.467	0.000	819.491	943.031	770.069	557.413	527.731	959.540	582.226	333.321	300.898	477.574	388.375	468.737	566.829	856.298	1078.306	1179.727	724.140	1061.006	1001.994	1576.026	1416.168	1017.695	1324.092	1471.557	1690.274	1589.295	1467.132	1324.855	1201.603	1013.834	1248.470	1448.569	1777.747	1200.662	1180.279	1550.561	1531.635
1120.173	1294.911	937.316	594.613	496.045	504.956	759.611	859.978	358.200	216.742	795.457	971.651	1183.767	1101.368	834.508	630.470	709.663	902.507	671.026	423.852	411.367	649.325	1431.164	819.491	0.000	510.368	745.412	299.180	294.032	834.343	542.408	491.481	692.136	628.609	481.370	455.123	528.815	700.964	988.533	1104.085	576.694	968.853	1062.959	2177.245	2048.272	1773.252	2057.622	2164.288	2366.266	2320.914	2237.173	2098.733	1976.407	1792.955	1872.389	2015.357	2417.184	1897.139	1976.935	2207.008	2178.500
1561.874	807.379	520.921	461.915	612.711	766.795	1178.931	1298.357	767.572	431.486	292.840	466.407	717.604	712.172	587.713	673.263	1018.336	1316.067	1127.352	882.927	146.791	171.213	920.796	943.031	510.368	0.000	382.705	463.709	601.257	372.248	377.654	655.573	978.256	1000.586	784.730	478.810	387.048	274.674	510.788	617.824	1041.302	1457.495	1525.906	1907.644	1809.124	1670.290	1910.078	1969.391	2146.246	2157.962	2126.818	2000.532	1886.055	1720.482	1639.472	1731.857	2164.499	1722.555	1924.332	1978.038	1943.267
1861.516	605.512	198.297	279.356	542.248	741.615	1210.549	1340.367	854.087	564.289	302.285	404.602	467.862	357.959	234.134	516.677	972.004	1329.284	1205.270	992.773	363.074	242.063	852.105	770.069	745.412	382.705	0.000	530.766	673.030	189.661	252.498	600.065	920.933	1009.989	785.174	424.132	273.899	125.464	318.976	432.166	1137.901	1562.436	1585.309	1525.689	1426.556	1314.941	1539.185	1589.868	1764.114	1782.410	1763.292	1641.803	1531.302	1374.941	1257.412	1350.733	1781.971	1347.570	1582.343	1595.669	1560.710
1392.027	1127.571	728.906	315.500	210.778	308.111	723.534	847.646	330.010	88.128	684.316	852.588	996.797	866.060	561.832	336.361	557.657	857.139	691.114	464.787	318.016	530.746	1326.394	557.413	299.180	463.709	530.766	0.000	148.669	670.184	287.252	226.468	520.981	538.398	321.214	158.781	268.279	531.912	824.961	943.440	615.476	1041.194	1084.279	1885.089	1752.698	1476.287	1758.770	1865.473	2068.405	2021.855	1940.763	1803.115	1681.227	1499.092	1576.779	1726.276	2122.073	1598.039	1686.608	1910.068	1882.173
1304.906	1273.605	870.245	434.619	234.015	213.917	578.711	701.034	182.126	174.209	832.343	1001.185	1140.559	997.944	677.288	372.274	443.079	714.854	542.445	319.749	458.638	678.475	1474.991	527.731	294.032	601.257	673.030	148.669	0.000	818.022	423.563	210.616	415.474	401.027	202.642	266.092	403.078	680.044	972.283	1090.642	467.613	893.390	936.116	1963.241	1822.907	1506.156	1799.363	1920.163	2128.998	2064.559	1967.087	1826.879	1703.836	1518.225	1647.577	1810.682	2192.516	1649.735	1696.442	1975.144	1949.552
1925.689	463.130	169.965	461.755	716.871	912.653	1375.909	1504.391	1000.012	684.495	148.997	214.943	351.515	361.286	403.346	703.398	1150.291	1499.583	1358.968	1134.370	423.788	201.328	671.168	959.540	834.343	372.248	189.661	670.184	818.022	0.000	418.494	773.614	1100.447	1178.148	951.683	589.629	439.691	138.820	156.320	274.624	1285.550	1711.319	1746.717	1580.995	1500.024	1449.378	1651.513	1681.170	1840.765	1883.900	1885.151	1770.133	1664.573	1517.695	1338.287	1401.508	1842.244	1453.425	1726.354	1670.850	1633.434
1660.688	857.756	447.556	85.094	299.009	494.291	960.170	1089.542	603.264	337.515	477.295	623.487	719.915	578.851	293.258	310.990	733.074	1081.702	952.779	742.915	265.681	343.593	1089.488	582.226	542.408	377.654	252.498	287.252	423.563	418.494	0.000	355.276	684.196	760.860	534.918	172.528	21.514	291.416	564.920	681.145	886.088	1310.186	1333.790	1646.451	1526.519	1320.529	1579.353	1661.817	1853.777	1835.728	1783.040	1651.812	1534.026	1361.946	1351.666	1480.292	1892.641	1402.698	1562.181	1690.040	1658.971
1505.350	1202.786	784.610	324.192	58.124	142.479	613.736	744.269	325.905	308.836	825.318	977.922	1058.847	879.218	536.673	170.989	378.936	729.289	627.629	461.132	510.083	680.668	1444.723	333.321	491.481	655.573	600.065	226.468	210.616	773.614	355.276	0.000	331.966	411.599	192.972	188.783	334.298	645.545	917.643	1032.176	577.246	987.684	990.915	1766.182	1621.762	1295.545	1589.361	1712.883	1923.374	1854.717	1756.573	1616.492	1493.506	1308.156	1447.128	1618.155	1990.888	1441.937	1488.004	1771.410	1746.850
1488.872	1514.983	1095.283	641.577	385.757	212.876	351.307	474.567	359.308	581.289	1157.137	1307.679	1366.764	1163.645	815.783	418.012	54.340	431.431	432.351	413.373	831.500	1012.486	1771.197	300.898	692.136	978.256	920.933	520.981	415.474	1100.447	684.196	331.966	0.000	179.872	213.460	520.737	663.725	975.527	1239.909	1351.807	433.711	761.996	716.800	1876.617	1715.783	1297.563	1607.929	1763.973	1984.266	1871.409	1734.113	1591.240	1469.084	1281.709	1548.906	1749.306	2075.740	1494.386	1431.170	1847.693	1829.777
1317.425	1614.020	1196.192	735.764	469.714	269.131	202.671	333.313	270.462	574.920	1214.541	1375.975	1470.445	1285.625	938.982	543.336	146.192	322.053	254.579	266.925	856.007	1063.344	1847.272	477.574	628.609	1000.586	1009.989	538.398	401.027	1178.148	760.860	411.599	179.872	0.000	226.592	588.689	739.420	1045.455	1325.727	1441.445	255.536	597.912	580.463	2053.310	1893.714	1476.760	1787.435	1943.808	2164.002	2050.652	1910.760	1767.914	1646.129	1459.093	1725.916	1923.335	2254.615	1674.112	1604.561	2026.850	2008.575
1371.778	1390.137	973.738	513.993	249.907	60.533	425.408	555.229	182.495	372.235	989.098	1149.559	1248.100	1072.161	729.287	347.599	240.956	548.539	435.065	293.169	638.558	838.750	1620.685	388.375	481.370	784.730	785.174	321.214	202.642	951.683	534.918	192.972	213.460	226.592	0.000	362.503	513.438	818.870	1099.827	1215.938	389.466	794.904	800.795	1921.452	1770.359	1402.891	1706.270	1844.602	2059.986	1971.998	1855.078	1712.945	1589.650	1401.973	1597.838	1780.198	2137.281	1572.828	1567.848	1913.699	1891.666
1549.221	1029.644	616.555	168.589	137.344	323.569	787.661	917.016	439.359	238.735	636.592	790.819	890.195	733.658	412.122	209.689	567.466	909.956	782.315	580.306	337.827	492.212	1259.771	468.737	455.123	478.810	424.132	158.781	266.092	589.629	172.528	188.783	520.737	588.689	362.503	0.000	151.022	458.706	737.350	853.673	718.501	1140.879	1161.390	1726.308	1594.297	1329.340	1606.998	1709.521	1911.156	1869.056	1794.299	1658.078	1537.026	1357.179	1418.377	1567.696	1963.579	1443.087	1549.014	1752.194	1724.023
1645.815	879.220	468.605	81.987	278.281	473.004	938.672	1068.033	582.411	321.447	496.441	644.053	741.180	597.880	305.734	295.140	712.388	1060.327	931.410	722.229	269.224	360.649	1110.586	566.829	528.815	387.048	273.899	268.279	403.078	439.691	21.514	334.298	663.725	739.420	513.438	151.022	0.000	311.804	586.392	702.652	864.972	1288.935	1312.277	1656.125	1534.580	1320.944	1582.337	1667.390	1860.670	1839.568	1784.079	1652.154	1533.884	1360.700	1359.475	1490.855	1901.275	1407.175	1560.043	1697.468	1666.754
1802.114	601.107	250.579	347.122	590.009	782.249	1241.712	1369.560	861.882	545.886	193.820	332.379	482.923	438.648	358.073	591.441	1024.086	1367.373	1221.631	995.765	294.063	118.484	801.819	856.298	700.964	274.674	125.464	531.912	680.044	138.820	291.416	645.545	975.527	1045.455	818.870	458.706	311.804	0.000	294.923	413.373	1147.384	1573.104	1610.866	1636.157	1542.302	1440.397	1663.074	1710.152	1881.088	1904.793	1888.252	1767.130	1656.755	1500.213	1374.854	1459.406	1894.323	1470.384	1707.489	1712.089	1676.428
2071.694	307.092	181.712	598.332	860.109	1058.398	1524.979	1654.122	1154.393	840.766	233.624	153.285	208.186	315.071	488.845	833.346	1290.928	1646.179	1512.042	1289.548	577.261	345.146	535.182	1078.306	988.533	510.788	318.976	824.961	972.283	156.320	564.920	917.643	1239.909	1325.727	1099.827	737.350	586.392	294.923	0.000	118.560	1439.894	1865.660	1897.609	1520.191	1454.989	1463.332	1640.409	1649.935	1795.352	1860.473	1881.884	1774.532	1675.191	1540.394	1301.664	1339.090	1783.233	1438.076	1748.803	1625.561	1586.404
2179.611	191.005	268.141	710.757	974.401	1173.501	1641.282	1770.682	1272.763	959.109	329.450	188.950	132.135	338.606	580.266	941.612	1403.349	1761.280	1629.981	1408.071	692.744	457.069	434.634	1179.727	1104.085	617.824	432.166	943.440	1090.642	274.624	681.145	1032.176	1351.807	1441.445	1215.938	853.673	702.652	413.373	118.560	0.000	1558.235	1983.982	2014.631	1493.468	1441.562	1494.805	1652.169	1646.151	1779.574	1861.652	1898.292	1797.155	1702.910	1577.637	1296.232	1312.363	1756.523	1447.992	1784.714	1610.796	1570.480
1065.344	1740.650	1333.567	883.271	630.737	448.879	223.504	290.410	285.541	615.404	1293.737	1465.294	1605.751	1448.838	1111.943	737.065	401.398	354.296	96.120	158.553	908.455	1139.454	1938.664	724.140	576.694	1041.302	1137.901	615.476	467.613	1285.550	886.088	577.246	433.711	255.536	389.466	718.501	864.972	1147.384	1439.894	1558.235	0.000	425.781	488.304	2294.288	2137.839	1731.247	2041.394	2194.888	2414.191	2305.065	2166.296	2023.450	1901.650	1714.569	1968.024	2158.908	2501.167	1924.417	1859.485	2274.475	2255.027
1001.918	2166.027	1757.184	1303.059	1043.802	850.032	411.964	304.773	711.319	1037.733	1717.049	1889.597	2030.101	1866.088	1524.190	1135.949	712.407	391.439	360.225	579.296	1329.121	1562.881	2362.457	1061.006	968.853	1457.495	1562.436	1041.194	893.390	1711.319	1310.186	987.684	761.996	597.912	794.904	1140.879	1288.935	1573.104	1865.660	1983.982	425.781	0.000	192.252	2630.441	2465.455	2008.322	2320.577	2493.620	2716.352	2576.881	2410.954	2270.309	2153.396	1972.325	2302.440	2508.513	2818.797	2229.296	2087.305	2588.993	2574.153
1193.832	2190.654	1774.498	1314.429	1048.879	848.620	377.804	247.226	759.783	1096.151	1768.454	1936.427	2048.867	1865.862	1518.745	1121.302	663.146	292.341	398.694	646.189	1389.531	1614.569	2410.098	1001.994	1062.959	1525.906	1585.309	1084.279	936.116	1746.717	1333.790	990.915	716.800	580.463	800.795	1161.390	1312.277	1610.866	1897.609	2014.631	488.304	192.252	0.000	2546.362	2377.177	1897.343	2207.853	2389.234	2612.414	2459.083	2282.653	2143.881	2029.910	1853.084	2219.467	2434.009	2722.686	2130.040	1954.878	2492.406	2480.241
3268.135	1420.997	1411.302	1584.177	1730.582	1861.327	2219.682	2329.082	2088.409	1961.261	1724.900	1666.547	1364.167	1220.859	1356.132	1595.585	1922.295	2257.314	2307.844	2214.255	1873.558	1751.816	1723.419	1576.026	2177.245	1907.644	1525.689	1885.089	1963.241	1580.995	1646.451	1766.182	1876.617	2053.310	1921.452	1726.308	1656.125	1636.157	1520.191	1493.468	2294.288	2630.441	2546.362	0.000	178.021	733.474	530.950	338.380	320.270	531.777	724.371	737.735	754.923	829.459	328.021	181.254	263.213	461.297	901.016	194.950	159.775
3126.763	1390.893	1330.294	1459.633	1589.142	1710.680	2055.793	2162.965	1940.807	1831.585	1647.039	1605.367	1316.534	1145.827	1241.325	1452.286	1760.207	2089.299	2147.892	2063.527	1763.934	1659.839	1710.723	1416.168	2048.272	1809.124	1426.556	1752.698	1822.907	1500.024	1526.519	1621.762	1715.783	1893.714	1770.359	1594.297	1534.580	1542.302	1454.989	1441.562	2137.839	2465.455	2377.177	178.021	0.000	556.801	383.250	236.296	340.933	460.027	607.299	594.642	594.795	655.057	175.921	199.801	369.714	284.697	740.857	170.916	134.159
2773.127	1515.809	1296.653	1239.038	1279.676	1348.145	1611.085	1703.693	1584.278	1563.195	1595.484	1614.402	1395.807	1157.220	1086.767	1143.040	1333.261	1620.063	1722.806	1687.662	1584.144	1555.789	1862.304	1017.695	1773.252	1670.290	1314.941	1476.287	1506.156	1449.378	1320.529	1295.545	1297.563	1476.760	1402.891	1329.340	1320.944	1440.397	1463.332	1494.805	1731.247	2008.322	1897.343	733.474	556.801	0.000	312.480	497.201	719.074	573.895	464.977	331.293	216.384	111.191	470.092	704.457	845.803	272.217	294.703	620.718	620.226
3077.921	1639.322	1488.582	1501.479	1569.151	1650.281	1923.513	2016.004	1886.510	1844.194	1800.318	1793.683	1539.052	1325.745	1322.473	1430.894	1644.514	1931.930	2034.495	1993.659	1837.488	1781.044	1977.427	1324.092	2057.622	1910.078	1539.185	1758.770	1799.363	1651.513	1579.353	1589.361	1607.929	1787.435	1706.270	1606.998	1582.337	1663.074	1640.409	1652.169	2041.394	2320.577	2207.853	530.950	383.250	312.480	0.000	216.102	422.796	265.825	253.680	211.444	231.625	362.698	407.241	577.804	568.613	204.826	374.631	366.275	382.545
